"kid","alias"
252,"otthump00000162514"
252,"rho kinase"
252,"p160 rock 1"
252,"p160 rock"
252,"renal carcinoma antigen ny ren 35"
252,"rho associated protein kinase 1"
252,"rho associated, coiled coil containing protein kinase 1"
253,"rho associated, coiled coil containing protein kinase 2"
253,"rock2"
253,"kiaa0619"
253,"otthump00000195104"
253,"otthump00000200599"
253,"p164 rock 2"
253,"rho kinase 2"
253,"rho associated protein kinase 2"
253,"rho associated, coiled coil containing protein kinase 2"
254,"ribosomal protein s6 kinase, 90kda, polypeptide 1"
254,"rps6ka1"
254,"rp11 492m19.2"
254,"hu 1"
254,"mapkapk1a"
254,"rsk"
254,"rsk1"
254,"90 kda ribosomal protein s6 kinase 1"
254,"map kinase activated protein kinase 1a"
254,"mapk activated protein kinase 1a"
254,"mapkap kinase 1a"
254,"mapkapk 1a"
254,"otthump00000004113"
254,"otthump00000004115"
254,"otthump00000233803"
254,"otthump00000233804"
254,"otthump00000233807"
254,"rsk 1"
254,"s6k alpha 1"
254,"s6k alpha 1"
254,"dj590p13.1 (ribosomal protein s6 kinase, 90kd, polypeptide 1)"
254,"p90 rsk 1"
254,"p90rsk1"
254,"p90s6k"
254,"ribosomal s6 kinase 1"
254,"ribosomal protein s6 kinase alpha 1"
254,"ribosomal protein s6 kinase alpha 1"
255,"ribosomal protein s6 kinase, 90kda, polypeptide 2"
255,"rps6ka2"
255,"rp1 168l15.2"
255,"hu 2"
255,"mapkapk1c"
255,"rsk"
255,"rsk3"
255,"s6k alpha"
255,"s6k alpha2"
255,"p90 rsk3"
255,"pp90rsk3"
255,"90 kda ribosomal protein s6 kinase 2"
255,"map kinase activated protein kinase 1c"
255,"mapk activated protein kinase 1c"
255,"mapkap kinase 1c"
255,"mapkapk 1c"
255,"otthump00000017601"
255,"otthump00000219225"
255,"otthump00000219226"
255,"otthump00000219227"
255,"otthump00000219228"
255,"rsk 3"
255,"s6k alpha 2"
255,"p90 rsk 2"
255,"p90rsk2"
255,"ribosomal s6 kinase 3"
255,"ribosomal protein s6 kinase alpha 2"
255,"ribosomal protein s6 kinase alpha 2"
256,"ribosomal protein s6 kinase, 90kda, polypeptide 3"
256,"rps6ka3"
256,"rp11 393h10.3"
256,"cls"
256,"hu 3"
256,"ispk 1"
256,"mapkapk1b"
256,"mrx19"
256,"rsk"
256,"rsk2"
256,"s6k alpha3"
256,"p90 rsk2"
256,"pp90rsk2"
256,"90 kda ribosomal protein s6 kinase 3"
256,"map kinase activated protein kinase 1b"
256,"mapk activated protein kinase 1b"
256,"mapkap kinase 1b"
256,"mapkapk 1b"
256,"otthump00000023036"
256,"rsk 2"
256,"s6k alpha 3"
256,"insulin stimulated protein kinase 1"
256,"p90 rsk 3"
256,"p90rsk3"
256,"ribosomal s6 kinase 2"
256,"ribosomal protein s6 kinase alpha 3"
257,"ribosomal protein s6 kinase, 90kda, polypeptide 4"
257,"rps6ka4"
257,"msk2"
257,"rsk b"
257,"90 kda ribosomal protein s6 kinase 4"
257,"otthump00000043253"
257,"otthump00000230475"
257,"otthump00000230477"
257,"rskb"
257,"s6k alpha 4"
257,"mitogen and stress activated protein kinase 2"
257,"nuclear mitogen and stress activated protein kinase 2"
257,"ribosomal protein s6 kinase alpha 4"
257,"ribosomal protein s6 kinase alpha 4"
257,"ribosomal protein kinase b"
258,"ribosomal protein s6 kinase, 90kda, polypeptide 5"
258,"rps6ka5"
258,"mgc1911"
258,"msk1"
258,"mspk1"
258,"rlpk"
258,"90 kda ribosomal protein s6 kinase 5"
258,"rsk like protein kinase"
258,"rskl"
258,"s6k alpha 5"
258,"nuclear mitogen and stress activated protein kinase 1"
258,"ribosomal protein s6 kinase alpha 5"
259,"ribosomal protein s6 kinase, 90kda, polypeptide 6"
259,"rps6ka6"
259,"pp90rsk4"
259,"rsk4"
259,"90 kda ribosomal protein s6 kinase 6"
259,"otthump00000023618"
259,"rsk 4"
259,"s6k alpha 6"
259,"s6k alpha 6"
259,"p90 rsk 6"
259,"p90rsk6"
259,"ribosomal s6 kinase 4"
259,"ribosomal protein s6 kinase alpha 6"
260,"ribosomal protein s6 kinase, 70kda, polypeptide 1"
260,"rps6kb1"
260,"ps6k"
260,"s6k"
260,"s6k1"
260,"stk14a"
260,"p70(s6k) alpha"
260,"p70 s6k"
260,"p70 alpha"
260,"70 kda ribosomal protein s6 kinase 1"
260,"otthump00000198109"
260,"otthump00000198110"
260,"p70s6k1"
260,"s6k beta 1"
260,"p70 s6 kinase, alpha 1"
260,"p70 s6 kinase, alpha 2"
260,"p70 s6k alpha"
260,"p70 s6ka"
260,"ribosomal protein s6 kinase i"
260,"ribosomal protein s6 kinase beta 1"
260,"serine/threonine kinase 14 alpha"
260,"serine/threonine protein kinase 14a"
261,"ribosomal protein s6 kinase, 70kda, polypeptide 2"
261,"rps6kb2"
261,"kls"
261,"p70 beta"
261,"p70 beta 1"
261,"p70 beta 2"
261,"s6k beta2"
261,"s6k2"
261,"srk"
261,"stk14b"
261,"p70(s6k) beta"
261,"p70s6kb"
261,"70 kda ribosomal protein s6 kinase 2"
261,"otthump00000236409"
261,"p70s6k2"
261,"s6 kinase related kinase"
261,"s6k beta"
261,"s6k beta 2"
261,"p70 s6 kinase beta"
261,"p70 s6k beta"
261,"p70 s6kb"
261,"p70 ribosomal s6 kinase beta"
261,"p70 s6k 2"
261,"ribosomal protein s6 kinase beta 2"
261,"serine/threonine protein kinase 14 beta"
261,"serine/threonine protein kinase 14b"
262,"ribosomal protein s6 kinase, 52kda, polypeptide 1"
262,"rps6kc1"
262,"rpk118"
262,"hums6pkh1"
262,"52 kda ribosomal protein s6 kinase"
262,"otthump00000035018"
262,"otthump00000035019"
262,"s6k delta 1"
262,"sphk1 binding protein"
262,"ribosomal s6 kinase like protein with two psk domains 118 kda protein"
262,"ribosomal protein s6 kinase delta 1"
263,"ribosomal protein s6 kinase like 1"
263,"rps6kl1"
263,"flj35734"
263,"mgc11287"
264,"serum/glucocorticoid regulated kinase 1"
264,"sgk1"
264,"rp1 188k17.1"
264,"sgk"
264,"otthump00000017246"
264,"otthump00000017247"
264,"otthump00000017248"
264,"otthump00000017249"
264,"otthump00000234028"
264,"otthump00000234029"
264,"serine/threonine protein kinase sgk"
264,"serine/threonine protein kinase sgk1"
264,"serum/glucocorticoid regulated kinase 1"
265,"serum/glucocorticoid regulated kinase 2"
265,"sgk2"
265,"rp1 138b7.2"
265,"h sgk2"
265,"dj138b7.2"
265,"otthump00000031702"
265,"otthump00000031703"
265,"otthump00000031704"
265,"otthump00000031705"
265,"otthump00000031706"
265,"otthump00000031707"
265,"serine/threonine protein kinase sgk2"
266,"serum/glucocorticoid regulated kinase family, member 3"
266,"sgk3"
266,"cisk"
266,"dkfzp781n0293"
266,"sgk2"
266,"sgkl"
266,"otthump00000226963"
266,"otthump00000226965"
266,"otthump00000226966"
266,"otthump00000226969"
266,"cytokine independent survival kinase"
266,"serine/threonine protein kinase sgk3"
267,"serine/threonine kinase 32a"
267,"stk32a"
267,"mgc22688"
267,"yank1"
267,"a930015b13rik"
267,"otthump00000223848"
267,"otthump00000223877"
267,"serine/threonine protein kinase 32a"
268,"serine/threonine kinase 32b"
268,"stk32b"
268,"unq3003/pro9744"
268,"hsa250839"
268,"stk32"
268,"stkg6"
268,"yank2"
268,"otthump00000115490"
268,"otthump00000217008"
268,"otthump00000217010"
268,"gene for serine/threonine protein kinase"
268,"serine/threonine protein kinase 32b"
269,"serine/threonine kinase 32c"
269,"stk32c"
269,"mgc23665"
269,"pke"
269,"rp11 140a10.1"
269,"yank3"
269,"otthump00000020764"
269,"otthump00000020765"
269,"otthump00000020766"
269,"pke protein kinase"
269,"protein kinase (pke)"
269,"serine/threonine protein kinase 32c"
270,"serine/threonine kinase 38"
270,"stk38"
270,"ndr"
270,"ndr1"
270,"ndr1 protein kinase"
270,"ndr ser/thr kinase like protein"
270,"otthump00000016293"
270,"nuclear dbf2 related 1"
270,"nuclear dbf2 related kinase 1"
270,"serine threonine protein kinase"
270,"serine/threonine protein kinase 38"
271,"serine/threonine kinase 38 like"
271,"stk38l"
271,"kiaa0965"
271,"ndr2"
271,"ndr2 protein kinase"
271,"otthump00000240676"
271,"nuclear dbf2 related 2"
271,"nuclear dbf2 related kinase 2"
271,"serine/threonine protein kinase 38 like"
272,"guanylate cyclase 2c (heat stable enterotoxin receptor)"
272,"gucy2c"
272,"guc2c"
272,"star"
272,"gc c"
272,"otthump00000239321"
272,"sta receptor"
272,"guanylyl cyclase c"
272,"hstar"
272,"heat stable enterotoxin receptor"
272,"intestinal guanylate cyclase"
273,"guanylate cyclase 2d, membrane (retina specific)"
273,"gucy2d"
273,"cord5"
273,"cord6"
273,"cygd"
273,"guc1a4"
273,"guc2d"
273,"lca"
273,"lca1"
273,"rcd2"
273,"retgc 1"
273,"ros gc1"
273,"rosgc"
273,"retgc"
273,"otthump00000135309"
273,"ros gc"
273,"guanylate cyclase 2d, retinal"
273,"retinal guanylyl cyclase 1"
273,"rod outer segment membrane guanylate cyclase"
274,"guanylate cyclase 2f, retinal"
274,"gucy2f"
274,"cygf"
274,"gc f"
274,"guc2dl"
274,"guc2f"
274,"retgc 2"
274,"ros gc2"
274,"otthump00000023839"
274,"guanylate cyclase 2d like, membrane (retina specific)"
274,"guanylate cyclase f"
274,"retinal guanylyl cyclase 2"
274,"rod outer segment membrane guanylate cyclase 2"
275,"natriuretic peptide receptor a/guanylate cyclase a (atrionatriuretic peptide receptor a)"
275,"npr1"
275,"rp11 354a16.3"
275,"anpra"
275,"anpa"
275,"guc2a"
275,"gucy2a"
275,"npra"
275,"anp a"
275,"anpr a"
275,"gc a"
275,"npr a"
275,"otthump00000035155"
275,"atrial natriuretic peptide receptor 1"
275,"atrial natriuretic peptide receptor type a"
275,"atrionatriuretic peptide receptor a"
275,"guanylate cyclase a"
275,"natriuretic peptide a type receptor"
275,"natriuretic peptide receptor a"
276,"natriuretic peptide receptor b/guanylate cyclase b (atrionatriuretic peptide receptor b)"
276,"npr2"
276,"amdm"
276,"anprb"
276,"anpb"
276,"guc2b"
276,"gucy2b"
276,"nprb"
276,"nprbi"
276,"anp b"
276,"anpr b"
276,"gc b"
276,"npr b"
276,"otthump00000021345"
276,"atrial natriuretic peptide b type receptor"
276,"atrial natriuretic peptide receptor 2"
276,"atrial natriuretic peptide receptor type b"
276,"guanylate cyclase b"
277,"c abl oncogene 1, non receptor tyrosine kinase"
277,"abl1"
277,"rp11 83j21.1"
277,"abl"
277,"jtk7"
277,"bcr/abl"
277,"c abl"
277,"p150"
277,"v abl"
277,"otthump00000022375"
277,"otthump00000022376"
277,"bcr/c abl oncogene protein"
277,"c abl oncogene 1, receptor tyrosine kinase"
277,"proto oncogene c abl"
277,"proto oncogene tyrosine protein kinase abl1"
277,"tyrosine protein kinase abl1"
277,"v abl abelson murine leukemia viral oncogene homolog 1"
278,"v abl abelson murine leukemia viral oncogene homolog 2"
278,"abl2"
278,"rp11 177a2.3"
278,"abll"
278,"arg"
278,"flj22224"
278,"flj31718"
278,"flj41441"
278,"otthump00000033139"
278,"otthump00000033140"
278,"otthump00000218103"
278,"otthump00000218104"
278,"otthump00000218105"
278,"otthump00000218106"
278,"otthump00000218107"
278,"otthump00000218108"
278,"abelson related gene protein"
278,"tyrosine protein kinase abl2"
278,"tyrosine protein kinase arg"
279,"b lymphoid tyrosine kinase"
279,"blk"
279,"mgc10442"
279,"mody11"
279,"blk nonreceptor tyrosine kinase"
279,"otthump00000115909"
279,"otthump00000229490"
279,"b lymphocyte kinase"
279,"p55 blk"
279,"tyrosine protein kinase blk"
280,"bmx non receptor tyrosine kinase"
280,"bmx"
280,"etk"
280,"psctk2"
280,"psctk3"
280,"etk/bmx cytosolic tyrosine kinase"
280,"ntk38 tyrosine kinase"
280,"otthump00000022964"
280,"otthump00000022965"
280,"otthump00000022966"
280,"bone marrow tyrosine kinase gene in chromosome x protein"
280,"cytoplasmic tyrosine protein kinase bmx"
280,"epithelial and endothelial tyrosine kinase"
281,"bruton agammaglobulinemia tyrosine kinase"
281,"btk"
281,"rp1 164f3.2"
281,"agmx1"
281,"at"
281,"atk"
281,"bpk"
281,"imd1"
281,"mgc126261"
281,"mgc126262"
281,"psctk1"
281,"xla"
281,"b cell progenitor kinase"
281,"otthump00000023676"
281,"otthump00000023677"
281,"agammaglobulinaemia tyrosine kinase"
281,"dominant negative kinase deficient brutons tyrosine kinase"
281,"tyrosine protein kinase btk"
281,"tyrosine protein kinase btk isoform (lacking exon 14)"
282,"c src tyrosine kinase"
282,"csk"
282,"mgc117393"
282,"c src kinase"
282,"otthump00000183471"
282,"protein tyrosine kinase cyl"
282,"tyrosine protein kinase csk"
295,"ctk"
283,"fer (fps/fes related) tyrosine kinase"
283,"fer"
283,"tyk3"
283,"otthump00000158945"
283,"p94 fer"
283,"phosphoprotein ncp94"
283,"proto oncogene c fer"
283,"tyrosine kinase 3"
283,"tyrosine protein kinase fer"
284,"feline sarcoma oncogene"
284,"fes"
284,"fps"
284,"otthump00000194752"
284,"otthump00000195202"
284,"otthump00000195203"
284,"otthump00000233982"
284,"otthump00000233984"
284,"oncogene fes, feline sarcoma virus"
284,"feline sarcoma (snyder theilen) viral (v fes)/fujinami avian sarcoma (prcii) viral (v fps) oncogene homolog"
284,"proto oncogene c fes"
284,"proto oncogene c fps"
284,"proto oncogene tyrosine protein kinase fes/fps"
284,"tyrosine protein kinase fes/fps"
285,"gardner rasheed feline sarcoma viral (v fgr) oncogene homolog"
285,"fgr"
285,"rp1 159a19.2"
285,"flj43153"
285,"mgc75096"
285,"src2"
285,"c fgr"
285,"c src2"
285,"p55 fgr"
285,"p55c fgr"
285,"p58c fgr"
285,"otthump00000003601"
285,"otthump00000003602"
285,"otthump00000003603"
285,"otthump00000003604"
285,"c fgr protooncogene"
285,"c src 2 proto oncogene"
285,"p55 c fgr protein"
285,"proto oncogene c fgr"
285,"proto oncogene tyrosine protein kinase fgr"
285,"tyrosine protein kinase fgr"
286,"fyn related kinase"
286,"frk"
286,"gtk"
286,"ptk5"
286,"rak"
286,"otthump00000017048"
286,"ptk5 protein tyrosine kinase 5"
286,"nuclear tyrosine protein kinase rak"
286,"protein tyrosine kinase 5"
286,"tyrosine protein kinase frk"
287,"fyn oncogene related to src, fgr, yes"
287,"fyn"
287,"rp1 66h14.1"
287,"mgc45350"
287,"syn"
287,"okt3 induced calcium influx regulator"
287,"otthump00000017914"
287,"otthump00000017915"
287,"otthump00000017917"
287,"otthump00000226354"
287,"otthump00000226453"
287,"c syn protooncogene"
287,"p59 fyn"
287,"protein tyrosine kinase fyn"
287,"proto oncogene syn"
287,"proto oncogene c fyn"
287,"proto oncogene tyrosine protein kinase fyn"
287,"src like kinase"
287,"src/yes related novel"
287,"tyrosine kinase p59fyn(t)"
287,"tyrosine protein kinase fyn"
288,"hemopoietic cell kinase"
288,"hck"
288,"rp5 836n17.3"
288,"jtk9"
288,"otthump00000030578"
288,"otthump00000030579"
288,"otthump00000225030"
288,"otthump00000225031"
288,"p59 hck/p60 hck"
288,"tyrosine protein kinase hck"
289,"il2 inducible t cell kinase"
289,"itk"
289,"emt"
289,"lyk"
289,"mgc126257"
289,"mgc126258"
289,"psctk2"
289,"otthump00000160737"
289,"t cell specific kinase"
289,"homolog of mouse t cell itk/tsk"
289,"kinase emt"
289,"tyrosine protein kinase itk/tsk"
289,"tyrosine protein kinase lyk"
290,"janus kinase 1"
290,"jak1"
290,"jak1a"
290,"jak1b"
290,"jtk3"
290,"otthump00000010896"
290,"tyrosine protein kinase jak1"
291,"janus kinase 2"
291,"jak2"
291,"jtk10"
291,"jak 2"
291,"janus kinase 2 (a protein tyrosine kinase)"
291,"otthump00000021024"
291,"tyrosine protein kinase jak2"
292,"janus kinase 3"
292,"jak3"
292,"jak 3"
292,"jak3_human"
292,"jakl"
292,"l jak"
292,"ljak"
292,"janus kinase 3 (a protein tyrosine kinase, leukocyte)"
292,"otthump00000230594"
292,"otthump00000230595"
292,"leukocyte janus kinase"
292,"tyrosine protein kinase jak3"
293,"lymphocyte specific protein tyrosine kinase"
293,"lck"
293,"rp4 675e8.4"
293,"lsk"
293,"yt16"
293,"p56lck"
293,"pp58lck"
293,"otthump00000008640"
293,"otthump00000008740"
293,"otthump00000228508"
293,"t lymphocyte specific protein tyrosine kinase p56lck"
293,"leukocyte c terminal src kinase"
293,"lymphocyte cell specific protein tyrosine kinase"
293,"p56(lstra) protein tyrosine kinase"
293,"proto oncogene tyrosine protein kinase lck"
293,"t cell specific protein tyrosine kinase"
293,"tyrosine protein kinase lck"
294,"v yes 1 yamaguchi sarcoma viral related oncogene homolog"
294,"lyn"
294,"flj26625"
294,"jtk8"
294,"otthump00000226393"
294,"otthump00000226394"
294,"tyrosine protein kinase lyn"
295,"megakaryocyte associated tyrosine kinase"
295,"matk"
295,"dkfzp434n1212"
295,"hhyltk"
295,"hyl"
295,"hyltk"
295,"lsk"
295,"mgc1708"
295,"mgc2101"
295,"csk homologous kinase"
295,"csk type protein tyrosine kinase"
295,"hyl tyrosine kinase"
295,"hematopoietic consensus tyrosine lacking kinase"
295,"hydroxyaryl protein kinase"
295,"leukocyte carboxyl terminal src kinase related"
295,"megakaryocyte associated tyrosine protein kinase"
295,"protein kinase hyl"
295,"tyrosine kinase matk"
295,"tyrosine protein kinase ctk"
295,"tyrosylprotein kinase"
296,"ptk2 protein tyrosine kinase 2"
296,"ptk2"
296,"fadk"
296,"fak"
296,"fak1"
296,"frnk"
296,"pp125fak"
296,"fadk 1"
296,"fak related non kinase polypeptide"
296,"otthump00000226318"
296,"otthump00000226320"
296,"otthump00000226325"
296,"otthump00000226326"
296,"otthump00000226333"
296,"otthump00000226334"
296,"otthump00000226350"
296,"otthump00000226586"
296,"focal adhesion kinase 1"
297,"ptk2b protein tyrosine kinase 2 beta"
297,"ptk2b"
297,"cadtk"
297,"cakb"
297,"fadk2"
297,"fak2"
297,"pkb"
297,"ptk"
297,"pyk2"
297,"raftk"
297,"cak beta"
297,"fadk 2"
297,"otthump00000128275"
297,"otthump00000162913"
297,"otthump00000225229"
297,"calcium dependent tyrosine kinase"
297,"cell adhesion kinase beta"
297,"focal adhesion kinase 2"
297,"proline rich tyrosine kinase 2"
297,"protein kinase b"
297,"protein tyrosine kinase 2 beta"
297,"related adhesion focal tyrosine kinase"
298,"ptk6 protein tyrosine kinase 6"
298,"ptk6"
298,"brk"
298,"flj42088"
298,"otthump00000031656"
298,"breast tumor kinase"
298,"protein tyrosine kinase 6"
298,"protein tyrosine kinase brk"
298,"tyrosine protein kinase brk"
299,"v src sarcoma (schmidt ruppin a 2) viral oncogene homolog (avian)"
299,"src"
299,"rp5 823n20.1"
299,"asv"
299,"src1"
299,"c src"
299,"p60 src"
299,"otthump00000174476"
299,"otthump00000174477"
299,"otthump00000174478"
299,"proto oncogene c src"
299,"proto oncogene tyrosine protein kinase src"
299,"protooncogene src, rous sarcoma"
299,"tyrosine kinase pp60c src"
299,"tyrosine protein kinase src 1"
300,"src related kinase lacking c terminal regulatory tyrosine and n terminal myristylation sites"
300,"srms"
300,"c20orf148"
300,"srm"
300,"dj697k14.1"
300,"otthump00000031561"
300,"tyrosine protein kinase srms"
301,"spleen tyrosine kinase"
301,"syk"
301,"dkfzp313n1010"
301,"flj25043"
301,"flj37489"
301,"otthump00000021627"
301,"otthump00000021628"
301,"otthump00000021629"
301,"otthump00000021630"
301,"tyrosine protein kinase syk"
302,"tec protein tyrosine kinase"
302,"tec"
302,"mgc126760"
302,"mgc126762"
302,"psctk4"
302,"otthump00000158787"
302,"tyrosine protein kinase tec"
303,"tyrosine kinase, non receptor, 1"
303,"tnk1"
303,"mgc46193"
303,"cd38 negative kinase 1"
303,"non receptor tyrosine protein kinase tnk1"
304,"tyrosine kinase, non receptor, 2"
304,"tnk2"
304,"ack"
304,"ack1"
304,"flj44758"
304,"flj45547"
304,"p21cdc42hs"
304,"ack 1"
304,"otthump00000208563"
304,"otthump00000208564"
304,"otthump00000208565"
304,"otthump00000208566"
304,"activated cdc42 kinase 1"
304,"activated cdc42 associated kinase 1"
304,"activated p21cdc42hs kinase"
304,"tyrosine kinase non receptor protein 2"
305,"txk tyrosine kinase"
305,"txk"
305,"btkl"
305,"mgc22473"
305,"psctk5"
305,"ptk4"
305,"rlk"
305,"tkl"
305,"otthump00000128242"
305,"ptk4 protein tyrosine kinase 4"
305,"protein tyrosine kinase 4"
305,"tyrosine kinase"
305,"tyrosine protein kinase txk"
306,"tyrosine kinase 2"
306,"tyk2"
306,"jtk1"
306,"otthump00000232745"
306,"otthump00000232746"
306,"otthump00000232748"
306,"non receptor tyrosine protein kinase tyk2"
307,"v yes 1 yamaguchi sarcoma viral oncogene homolog 1"
307,"yes1"
307,"hst441"
307,"p61 yes"
307,"yes"
307,"c yes"
307,"otthump00000162194"
307,"yamaguchi sarcoma oncogene"
307,"cellular yes 1 protein"
307,"proto oncogene c yes"
307,"proto oncogene tyrosine protein kinase yes"
307,"tyrosine protein kinase yes"
308,"zeta chain (tcr) associated protein kinase 70kda"
308,"zap70"
308,"flj17670"
308,"flj17679"
308,"srk"
308,"std"
308,"tzk"
308,"zap 70"
308,"70 kda zeta associated protein"
308,"otthump00000203013"
308,"otthump00000216626"
308,"syk related tyrosine kinase"
308,"tyrosine protein kinase zap 70"
308,"zeta chain associated protein kinase, 70kd"
309,"br serine/threonine kinase 1"
309,"brsk1"
309,"flj43009"
309,"kiaa1811"
309,"br serine/threonine protein kinase 1"
309,"sad1 kinase"
309,"sadb kinase short isoform"
309,"protein kinase sad1a"
309,"serine/threonine protein kinase sad b"
310,"br serine/threonine kinase 2"
310,"brsk2"
310,"hussy 12"
310,"c11orf7"
310,"flj41362"
310,"pen11b"
310,"sad1"
310,"stk29"
310,"br serine/threonine protein kinase 2"
310,"otthump00000235105"
310,"otthump00000235106"
310,"otthump00000235107"
310,"otthump00000235108"
310,"otthump00000235109"
310,"otthump00000235112"
310,"otthump00000235113"
310,"protein kinase sad1b"
310,"serine/threonine kinase 29"
310,"serine/threonine kinase sad a"
310,"serine/threonine protein kinase 29"
310,"serine/threonine protein kinase sad a"
311,"calcium/calmodulin dependent protein kinase i"
311,"camk1"
311,"camki"
311,"mgc120317"
311,"mgc120318"
311,"otthump00000158527"
311,"cam kinase i alpha"
311,"cam ki"
311,"camki alpha"
311,"calcium/calmodulin dependent protein kinase type 1"
312,"calcium/calmodulin dependent protein kinase id"
312,"camk1d"
312,"rp11 462f15.1"
312,"cklik"
312,"camkid"
312,"cam kinase id"
312,"camki like protein kinase"
312,"otthump00000019119"
312,"otthump00000019120"
312,"cam kinase i delta"
312,"cam ki delta"
312,"camki delta"
312,"calcium/calmodulin dependent protein kinase type 1d"
313,"calcium/calmodulin dependent protein kinase ig"
313,"camk1g"
313,"rp1 272l16.2"
313,"clickiii"
313,"vws1"
313,"dj272l16.1"
313,"click iii"
313,"otthump00000034556"
313,"otthump00000034557"
313,"cam kinase i gamma"
313,"cam kinase ig"
313,"cam ki gamma"
313,"camk like creb kinase iii"
313,"camki gamma"
313,"camkig"
313,"calcium/calmodulin dependent protein kinase type 1g"
314,"calcium/calmodulin dependent protein kinase ii alpha"
314,"camk2a"
314,"camka"
314,"kiaa0968"
314,"cam kinase ii alpha subunit"
314,"cam kinase ii alpha chain"
314,"camk ii alpha subunit"
314,"camkiinalpha"
314,"otthump00000165787"
314,"otthump00000165788"
314,"cam kinase ii subunit alpha"
314,"camk ii subunit alpha"
314,"calcium/calmodulin dependent protein kinase (cam kinase) ii alpha"
314,"calcium/calmodulin dependent protein kinase ii alpha b subunit"
314,"calcium/calmodulin dependent protein kinase type ii alpha chain"
314,"calcium/calmodulin dependent protein kinase type ii subunit alpha"
315,"calcium/calmodulin dependent protein kinase ii beta"
315,"camk2b"
315,"cam2"
315,"camk2"
315,"camkb"
315,"mgc29528"
315,"cam kinase ii beta subunit"
315,"cam kinase ii beta chain"
315,"otthump00000025109"
315,"otthump00000159355"
315,"otthump00000159356"
315,"otthump00000159441"
315,"otthump00000159442"
315,"otthump00000159443"
315,"otthump00000209343"
315,"otthump00000209344"
315,"otthump00000214130"
315,"otthump00000225913"
315,"camk ii subunit beta"
315,"calcium/calmodulin dependent protein kinase type ii subunit beta"
315,"proline rich calmodulin dependent protein kinase"
316,"calcium/calmodulin dependent protein kinase ii delta"
316,"camk2d"
316,"camkd"
316,"dkfzp686g23119"
316,"dkfzp686i2288"
316,"mgc44911"
316,"cam kinase ii delta subunit"
316,"cam kinase ii delta chain"
316,"camk ii delta subunit"
316,"otthump00000163829"
316,"otthump00000163830"
316,"otthump00000163831"
316,"otthump00000220381"
316,"otthump00000220382"
316,"otthump00000220383"
316,"otthump00000220385"
316,"otthump00000220386"
316,"otthump00000220389"
316,"cam kinase ii subunit delta"
351,"pim"
316,"camk ii subunit delta"
316,"calcium/calmodulin dependent protein kinase (cam kinase) ii delta"
316,"calcium/calmodulin dependent protein kinase type ii delta chain"
316,"calcium/calmodulin dependent protein kinase type ii subunit delta"
317,"calcium/calmodulin dependent protein kinase ii gamma"
317,"camk2g"
317,"rp11 574k11.6"
317,"camk"
317,"camk ii"
317,"camkg"
317,"flj16043"
317,"mgc26678"
317,"otthump00000019843"
317,"otthump00000019844"
317,"otthump00000019845"
317,"otthump00000019846"
317,"otthump00000019847"
317,"camk ii subunit gamma"
317,"calcium/calmodulin dependent protein kinase (cam kinase) ii gamma"
317,"calcium/calmodulin dependent protein kinase type ii subunit gamma"
318,"calcium/calmodulin dependent protein kinase iv"
318,"camk4"
318,"camk iv"
318,"camk gr"
318,"iv"
318,"mgc36771"
318,"camk"
318,"cam kinase iv"
318,"cam kinase gr"
318,"otthump00000159000"
318,"otthump00000222818"
318,"brain ca(2+) calmodulin dependent protein kinase type iv"
318,"brain ca++ calmodulin dependent protein kinase type iv"
318,"cam kinase gr"
318,"calcium/calmodulin dependent protein kinase type iv"
318,"calcium/calmodulin dependent protein kinase type iv catalytic chain"
319,"cam kinase like vesicle associated"
319,"camkv"
319,"1g5"
319,"mgc8407"
319,"vacamkl"
319,"otthump00000212743"
319,"otthump00000212744"
319,"otthump00000212745"
319,"otthump00000212746"
319,"otthump00000212747"
319,"otthump00000212766"
319,"cam kinase like vesicle associated protein"
319,"vesicle associated calmodulin binding protein"
320,"calcium/calmodulin dependent serine protein kinase (maguk family)"
320,"cask"
320,"rp11 540l11.1"
320,"cagh39"
320,"camguk"
320,"cmg"
320,"fgs4"
320,"flj22219"
320,"flj31914"
320,"lin2"
320,"micpch"
320,"tnrc8"
320,"otthump00000023157"
320,"otthump00000023159"
320,"otthump00000023160"
320,"otthump00000023161"
320,"otthump00000023162"
320,"otthump00000226872"
320,"calcium/calmodulin dependent serine protein kinase membrane associated guanylate kinase"
320,"hcask"
320,"peripheral plasma membrane protein cask"
320,"protein lin 2 homolog"
320,"trinucleotide repeat containing 8"
321,"chk1 checkpoint homolog (s. pombe)"
321,"chek1"
321,"chk1"
321,"checkpoint, s. pombe, homolog of, 1"
321,"otthump00000231300"
321,"otthump00000231301"
321,"otthump00000231306"
321,"otthump00000231307"
321,"otthump00000231309"
321,"serine/threonine protein kinase chk1"
322,"chk2 checkpoint homolog (s. pombe)"
322,"chek2"
322,"rp11 436c9.1"
322,"cds1"
322,"chk2"
322,"hucds1"
322,"lfs2"
322,"pp1425"
322,"rad53"
322,"otthump00000198969"
322,"otthump00000198970"
322,"otthump00000199044"
322,"otthump00000199045"
322,"otthump00000199064"
322,"otthump00000199115"
322,"otthump00000199116"
322,"checkpoint like protein chk2"
322,"protein kinase chk2"
322,"serine/threonine protein kinase chk2"
323,"death associated protein kinase 1"
323,"dapk1"
323,"dapk"
323,"dkfzp781i035"
323,"dap kinase 1"
